ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;MH_E;MH_EM;MH_EW;MH_E00_01;MH_E01_02;MH_E02_03;MH_E03_05;MH_E05_06;MH_E06_07;MH_E07_08;MH_E08_10;MH_E10_12;MH_E12_14;MH_E14_15;MH_E15_18;MH_E18_21;MH_E21_25;MH_E25_27;MH_E27_30;MH_E30_35;MH_E35_40;MH_E40_45;MH_E45_50;MH_E50_55;MH_E55_60;MH_E60_63;MH_E63_65;MH_E65_67;MH_E67_70;MH_E70_75;MH_E75_80;MH_E80_85;MH_E85_90;MH_E90_95;MH_E95_110;MH_U1;MH_1U6;MH_6U15;MH_15U18;MH_18U25;MH_25U55;MH_55U65;MH_65U80;MH_80U110
200912;01011101;01;01;11;01;1;1360;730;630;6;15;13;12;3;6;6;9;16;3;6;33;37;87;105;122;188;124;101;109;105;79;33;22;15;30;42;15;12;3;3;0;6;43;46;33;124;854;134;102;18
200912;01011102;01;01;11;02;1;39;30;9;0;0;0;3;0;0;0;0;0;3;0;0;0;3;0;3;3;9;6;3;0;0;0;0;3;0;3;0;0;0;0;0;0;3;3;0;3;24;0;6;0
200912;01011103;01;01;11;03;1;2335;1211;1124;28;22;40;45;30;18;29;66;56;64;21;63;57;143;85;158;212;191;173;175;160;150;88;40;19;42;75;34;24;21;6;0;28;137;254;63;200;1154;278;170;51
200912;01011104;01;01;11;04;1;2322;1190;1132;41;31;30;66;46;27;26;69;76;56;19;103;108;213;109;180;221;184;167;147;102;83;60;29;22;19;31;36;18;3;0;0;41;173;273;103;321;1110;172;108;21
200912;01011105;01;01;11;05;1;412;230;182;3;6;3;6;0;4;8;3;4;7;0;11;6;6;18;30;56;25;48;53;52;26;15;9;3;0;0;3;3;4;0;0;3;15;26;11;12;282;50;6;7
200912;01011201;01;01;12;01;1;868;468;400;0;15;13;18;9;6;16;34;19;9;10;22;25;64;31;28;53;118;64;84;62;62;23;12;9;12;25;19;3;3;0;0;0;55;94;22;89;440;97;65;6
200912;01011202;01;01;12;02;1;121;63;58;3;4;0;10;0;0;0;3;6;0;0;0;3;6;0;12;24;9;9;11;6;6;3;0;3;0;0;3;0;0;0;0;3;14;9;0;9;71;9;6;0
200912;01011203;01;01;12;03;1;374;177;197;0;3;0;6;0;3;3;9;7;3;3;9;17;24;15;24;42;27;44;31;12;35;12;7;9;3;19;3;4;0;0;0;0;9;28;9;41;195;54;34;4
200912;01011204;01;01;12;04;1;1846;952;894;34;20;30;61;31;12;12;28;26;28;25;37;53;115;62;135;195;167;163;129;130;94;57;43;18;40;46;30;15;7;3;0;34;142;131;37;168;981;194;134;25
200912;01011301;01;01;13;01;1;1264;657;607;18;27;19;30;6;6;18;21;15;6;3;25;15;83;69;139;220;144;119;91;57;50;21;19;6;12;10;6;6;3;0;0;18;82;69;25;98;839;90;34;9
200912;01011302;01;01;13;02;1;3302;1635;1667;51;56;48;90;46;50;33;95;49;58;15;62;64;243;199;301;551;438;319;230;91;94;22;15;16;23;16;12;3;9;3;0;51;240;300;62;307;2129;131;67;15
200912;01011303;01;01;13;03;1;2281;1160;1121;27;44;29;53;42;19;19;37;36;28;12;44;76;211;121;214;318;283;173;159;103;85;30;9;15;20;28;22;15;6;3;0;27;168;151;44;287;1371;124;85;24
200912;01011304;01;01;13;04;1;2093;1015;1078;30;30;30;66;26;48;24;71;63;62;26;95;81;128;90;127;209;168;175;142;100;70;40;14;15;44;52;27;19;21;0;0;30;152;294;95;209;1011;124;138;40
200912;01011305;01;01;13;05;1;1323;693;630;6;18;20;31;19;23;12;25;43;37;13;47;38;91;63;106;157;108;139;81;63;52;18;10;16;9;42;27;9;0;0;0;6;88;153;47;129;717;80;94;9
200912;01011306;01;01;13;06;1;2074;1072;1002;37;44;28;85;19;15;30;48;34;25;18;36;66;151;113;173;272;240;174;153;98;66;34;21;18;21;25;24;3;0;3;0;37;176;170;36;217;1223;121;88;6
200912;01011401;01;01;14;01;1;3547;1766;1781;57;78;60;121;60;50;30;74;48;37;12;31;58;300;247;424;624;448;315;175;103;64;32;18;19;15;24;13;7;3;0;0;57;319;251;31;358;2336;114;71;10
200912;01011402;01;01;14;02;1;2735;1369;1366;55;46;49;76;34;34;30;34;31;29;9;31;34;196;170;368;518;468;232;114;65;43;12;15;7;9;18;4;0;4;0;0;55;205;167;31;230;1935;70;38;4
200912;01022101;01;02;21;01;1;1259;734;525;10;18;15;18;19;9;6;37;33;30;9;31;59;99;55;99;150;129;98;95;77;48;28;24;6;21;24;9;0;3;0;0;10;70;124;31;158;703;100;60;3
200912;01022102;01;02;21;02;1;3124;1675;1449;43;42;54;108;36;56;46;51;71;67;38;108;134;187;146;235;326;312;261;192;131;157;111;49;32;45;40;22;15;6;3;0;43;240;329;108;321;1603;317;139;24
200912;01022103;01;02;21;03;1;87;52;35;3;5;3;4;0;3;0;0;0;0;0;0;3;9;3;9;14;6;3;7;3;3;0;3;3;0;3;0;0;0;0;0;3;12;3;0;12;45;6;6;0
200912;01022104;01;02;21;04;1;7339;3796;3543;99;124;106;210;92;99;77;150;166;181;74;204;243;535;286;539;748;648;580;520;449;337;216;123;87;150;163;83;26;18;3;3;99;532;747;204;778;3770;676;483;50
200912;01022105;01;02;21;05;1;2451;1301;1150;35;48;29;65;43;40;33;97;76;77;48;97;89;191;78;135;261;213;207;133;105;123;54;33;19;37;45;19;15;0;6;0;35;185;371;97;280;1132;210;120;21
200912;01022106;01;02;21;06;1;3231;1630;1601;26;48;42;102;45;36;46;92;73;72;38;109;101;197;124;188;327;294;238;249;221;178;108;63;39;72;40;24;30;9;0;0;26;237;357;109;298;1641;349;175;39
