ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;E_A;E_AM;E_AW;E_A00_01;E_A01_02;E_A02_03;E_A03_05;E_A05_06;E_A06_07;E_A07_08;E_A08_10;E_A10_12;E_A12_14;E_A14_15;E_A15_18;E_A18_21;E_A21_25;E_A25_27;E_A27_30;E_A30_35;E_A35_40;E_A40_45;E_A45_50;E_A50_55;E_A55_60;E_A60_63;E_A63_65;E_A65_67;E_A67_70;E_A70_75;E_A75_80;E_A80_85;E_A85_90;E_A90_95;E_A95_110;E_AU1;E_A1U6;E_A6U15;E_A15U18;E_A18U25;E_A25U55;E_A55U65;E_A65U80;E_A80U110
200912;01011101;01;01;11;01;1;893;482;411;3;6;3;3;3;0;0;3;6;3;0;15;22;60;81;107;153;91;68;66;64;42;21;10;15;18;12;6;6;3;3;0;3;15;12;15;82;630;73;51;12
200912;01011102;01;01;11;02;1;27;18;9;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;9;3;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;3;18;0;6;0
200912;01011103;01;01;11;03;1;1329;674;655;13;0;6;10;3;6;8;18;22;16;3;32;48;103;62;115;144;127;105;113;94;77;58;15;9;30;43;22;15;9;3;0;13;19;73;32;151;760;150;104;27
200912;01011104;01;01;11;04;1;1285;671;614;3;6;3;7;9;3;3;12;31;19;12;36;54;134;76;132;139;145;117;100;52;43;33;18;12;13;22;33;15;3;0;0;3;25;80;36;188;761;94;80;18
200912;01011105;01;01;11;05;1;280;165;115;0;3;3;3;0;0;4;0;0;4;0;4;3;3;15;21;50;19;39;31;34;23;11;0;0;0;0;3;3;4;0;0;0;9;8;4;6;209;34;3;7
200912;01011201;01;01;12;01;1;590;332;258;0;9;4;9;0;0;0;19;6;3;10;12;12;36;28;22;47;97;48;72;43;44;17;6;9;9;19;6;3;0;0;0;0;22;38;12;48;357;67;43;3
200912;01011202;01;01;12;02;1;87;41;46;0;4;0;0;0;0;0;0;3;0;0;0;0;6;0;12;18;9;6;11;6;3;3;0;3;0;0;3;0;0;0;0;0;4;3;0;6;62;6;6;0
200912;01011203;01;01;12;03;1;294;140;154;0;3;0;0;0;0;0;0;7;3;3;6;14;21;15;21;33;21;40;31;12;23;9;7;3;0;19;3;0;0;0;0;0;3;13;6;35;173;39;25;0
200912;01011204;01;01;12;04;1;1148;593;555;3;0;3;19;12;9;3;9;3;22;9;15;25;84;51;101;160;125;122;73;96;63;42;22;12;16;19;15;12;3;0;0;3;34;55;15;109;728;127;62;15
200912;01011301;01;01;13;01;1;908;470;438;6;9;3;12;0;0;3;6;9;0;0;12;12;73;53;115;185;127;86;69;42;38;15;12;0;9;3;3;3;3;0;0;6;24;18;12;85;677;65;15;6
200912;01011302;01;01;13;02;1;2198;1078;1120;9;6;6;12;9;6;0;25;19;10;6;30;46;210;172;259;433;320;245;171;60;60;22;12;13;6;16;6;0;6;3;0;9;33;66;30;256;1660;94;41;9
200912;01011303;01;01;13;03;1;1530;758;772;9;6;3;12;12;0;10;9;9;18;9;32;52;157;106;186;239;223;133;116;72;49;18;0;6;10;6;13;12;0;3;0;9;33;55;32;209;1075;67;35;15
200912;01011304;01;01;13;04;1;1255;588;667;12;9;9;6;6;9;9;26;29;34;14;50;60;110;66;94;175;116;131;103;67;48;10;8;6;9;15;9;6;9;0;0;12;30;121;50;170;752;66;39;15
200912;01011305;01;01;13;05;1;822;435;387;0;0;3;10;3;7;9;6;22;20;4;17;23;72;39;91;129;90;94;60;33;40;6;10;10;0;18;6;0;0;0;0;0;16;68;17;95;536;56;34;0
200912;01011306;01;01;13;06;1;1276;669;607;3;12;3;16;3;0;3;6;18;10;9;15;50;134;101;121;190;164;135;100;65;38;28;12;6;9;13;12;0;0;0;0;3;34;46;15;184;876;78;40;0
200912;01011401;01;01;14;01;1;2422;1218;1204;3;13;9;24;16;10;3;19;21;9;6;15;46;239;207;357;516;344;220;136;85;42;20;15;9;6;15;13;4;0;0;0;3;62;68;15;285;1865;77;43;4
200912;01011402;01;01;14;02;1;1894;933;961;9;9;16;12;0;9;12;6;9;9;3;6;31;167;142;312;406;362;172;92;44;21;12;9;3;9;12;0;0;0;0;0;9;37;48;6;198;1530;42;24;0
200912;01022101;01;02;21;01;1;856;532;324;0;3;9;6;6;0;6;9;15;15;6;19;37;62;43;75;108;98;77;77;55;39;25;15;6;18;21;6;0;0;0;0;0;24;51;19;99;533;79;51;0
200912;01022102;01;02;21;02;1;2080;1114;966;15;12;22;31;9;13;13;17;36;21;20;63;89;132;102;166;245;251;204;153;100;103;90;46;26;30;34;16;12;6;3;0;15;74;120;63;221;1221;239;106;21
200912;01022103;01;02;21;03;1;46;28;18;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;9;10;6;3;3;3;3;0;0;3;0;0;0;0;0;0;0;0;0;3;0;3;34;3;3;0
200912;01022104;01;02;21;04;1;4482;2336;2146;29;22;16;30;18;12;12;27;80;83;22;90;127;379;216;385;557;462;399;360;305;230;139;90;65;123;117;55;17;12;3;0;29;86;236;90;506;2684;459;360;32
200912;01022105;01;02;21;05;1;1439;756;683;3;9;0;12;12;9;11;9;25;31;16;33;73;108;60;92;192;171;151;96;77;75;36;21;13;31;39;13;15;0;6;0;3;33;101;33;181;839;132;96;21
200912;01022106;01;02;21;06;1;1718;864;854;0;3;9;15;6;6;4;16;19;21;3;31;54;121;82;150;214;202;164;138;127;102;55;39;21;47;30;15;18;6;0;0;0;33;69;31;175;1077;196;113;24
200912;01022201;01;02;22;01;1;2637;1385;1252;12;10;12;15;6;15;9;27;44;36;27;67;113;226;162;209;291;310;304;205;134;121;81;33;40;31;61;30;6;0;0;0;12;43;158;67;339;1615;235;162;6
200912;01022202;01;02;22;02;1;471;227;244;3;3;0;3;0;0;6;6;19;12;9;25;17;22;15;36;46;57;56;27;21;9;22;9;9;9;18;9;3;0;0;0;3;6;52;25;39;258;40;45;3
200912;01022203;01;02;22;03;1;2044;1013;1031;3;9;13;25;18;3;4;25;28;50;28;83;86;120;72;107;240;208;199;142;109;122;60;58;43;45;99;24;6;9;6;0;3;65;138;83;206;1077;240;211;21
200912;01022204;01;02;22;04;1;1016;532;484;6;12;6;12;3;6;0;9;16;13;9;19;46;76;60;68;108;132;104;87;36;66;34;9;3;21;34;6;12;0;0;3;6;33;53;19;122;595;109;64;15
200912;01022205;01;02;22;05;1;806;396;410;12;0;12;12;3;4;6;9;36;18;3;24;19;49;21;46;87;89;69;61;44;55;25;18;9;15;26;18;6;3;4;3;12;27;76;24;68;417;98;68;16
200912;01022206;01;02;22;06;1;530;275;255;3;3;0;3;0;6;3;3;13;6;6;18;18;36;19;42;88;63;59;30;29;24;12;9;13;9;3;6;0;6;0;0;3;6;37;18;54;330;45;31;6
200912;01022207;01;02;22;07;1;1724;950;774;3;0;3;12;0;3;0;3;15;7;6;3;69;352;271;200;262;119;98;76;54;62;18;21;10;12;24;18;3;0;0;0;3;15;34;3;421;1080;101;64;3
200912;01033101;01;03;31;01;1;8003;4374;3629;65;45;66;67;46;44;57;95;173;204;84;302;364;622;322;520;911;878;759;637;508;352;185;121;110;170;181;77;35;3;0;0;65;224;657;302;986;4535;658;538;38
