"ZEIT";"RAUMID";"BEZ";"PGR";"BZR";"PLR";"STADTRAUM";"MH_E";"HK_EU15";"HK_EU27";"HK_Polen";"HK_EheJug";"HK_EheSU";"HK_Turk";"HK_Arab";"HK_Sonst";"HK_NZOrd"
"201112";"01011101";"01";"01";"11";"01";"1";1260,00;182,00;390,00;113,00;67,00;207,00;49,00;129,00;338,00;80,00
"201112";"01011102";"01";"01";"11";"02";"1";39,00;3,00;24,00;15,00;0,00;0,00;0,00;9,00;6,00;0,00
"201112";"01011103";"01";"01";"11";"03";"1";2518,00;350,00;635,00;193,00;192,00;390,00;309,00;259,00;594,00;139,00
"201112";"01011104";"01";"01";"11";"04";"1";2398,00;263,00;509,00;133,00;121,00;263,00;481,00;368,00;449,00;207,00
"201112";"01011105";"01";"01";"11";"05";"1";412,00;91,00;131,00;19,00;0,00;84,00;10,00;37,00;135,00;15,00
"201112";"01011201";"01";"01";"12";"01";"1";956,00;102,00;230,00;18,00;12,00;310,00;33,00;95,00;239,00;37,00
"201112";"01011202";"01";"01";"12";"02";"1";147,00;55,00;67,00;3,00;3,00;12,00;7,00;0,00;58,00;0,00
"201112";"01011203";"01";"01";"12";"03";"1";337,00;66,00;131,00;24,00;6,00;110,00;10,00;3,00;71,00;6,00
"201112";"01011204";"01";"01";"12";"04";"1";1934,00;311,00;719,00;94,00;68,00;426,00;54,00;175,00;416,00;76,00
"201112";"01011301";"01";"01";"13";"01";"1";1418,00;472,00;647,00;76,00;42,00;171,00;40,00;62,00;411,00;45,00
"201112";"01011302";"01";"01";"13";"02";"1";3512,00;1227,00;1586,00;144,00;101,00;283,00;165,00;86,00;1190,00;101,00
"201112";"01011303";"01";"01";"13";"03";"1";2548,00;605,00;925,00;129,00;82,00;312,00;92,00;103,00;969,00;65,00
"201112";"01011304";"01";"01";"13";"04";"1";2239,00;213,00;451,00;73,00;139,00;305,00;215,00;154,00;872,00;103,00
"201112";"01011305";"01";"01";"13";"05";"1";1573,00;224,00;484,00;74,00;67,00;215,00;164,00;101,00;488,00;54,00
"201112";"01011306";"01";"01";"13";"06";"1";2247,00;339,00;675,00;162,00;77,00;216,00;457,00;132,00;513,00;177,00
"201112";"01011401";"01";"01";"14";"01";"1";3864,00;1533,00;2021,00;215,00;100,00;280,00;104,00;96,00;1168,00;95,00
"201112";"01011402";"01";"01";"14";"02";"1";3142,00;1321,00;1677,00;151,00;60,00;218,00;62,00;55,00;999,00;71,00
"201112";"01022101";"01";"02";"21";"01";"1";1362,00;116,00;459,00;274,00;132,00;61,00;162,00;254,00;207,00;87,00
"201112";"01022102";"01";"02";"21";"02";"1";3164,00;301,00;833,00;358,00;344,00;165,00;688,00;397,00;539,00;198,00
"201112";"01022103";"01";"02";"21";"03";"1";107,00;9,00;21,00;9,00;3,00;6,00;32,00;3,00;39,00;3,00
"201112";"01022104";"01";"02";"21";"04";"1";7498,00;786,00;1925,00;728,00;657,00;451,00;1638,00;832,00;1458,00;537,00
"201112";"01022105";"01";"02";"21";"05";"1";2583,00;276,00;605,00;186,00;221,00;152,00;543,00;428,00;433,00;201,00
"201112";"01022106";"01";"02";"21";"06";"1";3341,00;546,00;1011,00;274,00;206,00;323,00;488,00;301,00;729,00;283,00
"201112";"01022201";"01";"02";"22";"01";"1";4501,00;591,00;1120,00;344,00;347,00;259,00;1234,00;377,00;785,00;379,00
"201112";"01022202";"01";"02";"22";"02";"1";896,00;50,00;95,00;30,00;26,00;47,00;399,00;114,00;108,00;107,00
"201112";"01022203";"01";"02";"22";"03";"1";3624,00;275,00;662,00;278,00;281,00;206,00;1156,00;550,00;385,00;384,00
"201112";"01022204";"01";"02";"22";"04";"1";1895,00;295,00;584,00;189,00;91,00;211,00;310,00;174,00;414,00;111,00
"201112";"01022205";"01";"02";"22";"05";"1";1682,00;139,00;373,00;173,00;124,00;288,00;308,00;223,00;233,00;133,00
"201112";"01022206";"01";"02";"22";"06";"1";1070,00;163,00;378,00;141,00;43,00;105,00;175,00;74,00;203,00;92,00
"201112";"01022207";"01";"02";"22";"07";"1";2270,00;450,00;781,00;181,00;65,00;248,00;134,00;171,00;752,00;119,00
"201112";"01033101";"01";"03";"31";"01";"1";13532,00;846,00;3201,00;1218,00;1406,00;599,00;4504,00;1343,00;1553,00;926,00
"201112";"01033102";"01";"03";"31";"02";"1";6272,00;414,00;1237,00;427,00;578,00;231,00;2469,00;591,00;657,00;509,00
"201112";"01033201";"01";"03";"32";"01";"1";8241,00;378,00;984,00;395,00;339,00;620,00;3450,00;1309,00;692,00;847,00
"201112";"01033202";"01";"03";"32";"02";"1";4995,00;285,00;899,00;481,00;336,00;319,00;1982,00;438,00;502,00;519,00
"201112";"01033203";"01";"03";"32";"03";"1";7718,00;501,00;1448,00;629,00;722,00;393,00;2651,00;970,00;955,00;579,00
"201112";"01044101";"01";"04";"41";"01";"1";7976,00;630,00;2110,00;865,00;801,00;378,00;2278,00;563,00;1252,00;594,00
"201112";"01044102";"01";"04";"41";"02";"1";4749,00;450,00;1539,00;818,00;465,00;200,00;1236,00;316,00;566,00;427,00
"201112";"01044103";"01";"04";"41";"03";"1";3373,00;346,00;823,00;327,00;245,00;219,00;910,00;291,00;627,00;258,00
"201112";"01044201";"01";"04";"42";"01";"1";14302,00;901,00;2884,00;1013,00;1420,00;616,00;4916,00;1735,00;1699,00;1032,00
"201112";"01044202";"01";"04";"42";"02";"1";8372,00;838,00;2206,00;840,00;557,00;262,00;1774,00;1003,00;2079,00;491,00
"201112";"01044203";"01";"04";"42";"03";"1";8310,00;704,00;1989,00;802,00;719,00;252,00;2884,00;762,00;1170,00;534,00
"201112";"02010101";"02";"01";"01";"01";"1";4116,00;357,00;766,00;248,00;135,00;362,00;1057,00;724,00;725,00;347,00
"201112";"02010102";"02";"01";"01";"02";"1";8470,00;567,00;1171,00;413,00;429,00;573,00;3070,00;1520,00;666,00;1041,00
"201112";"02010103";"02";"01";"01";"03";"1";9911,00;464,00;1062,00;440,00;263,00;184,00;5751,00;731,00;689,00;1231,00
"201112";"02010104";"02";"01";"01";"04";"1";3265,00;257,00;371,00;62,00;68,00;34,00;1663,00;443,00;273,00;413,00
"201112";"02020201";"02";"02";"02";"01";"1";117,00;22,00;43,00;21,00;9,00;3,00;23,00;6,00;30,00;3,00
"201112";"02020202";"02";"02";"02";"02";"1";2040,00;419,00;653,00;165,00;163,00;42,00;416,00;220,00;385,00;161,00
"201112";"02020203";"02";"02";"02";"03";"1";3529,00;867,00;1193,00;230,00;250,00;95,00;733,00;260,00;722,00;276,00
"201112";"02020204";"02";"02";"02";"04";"1";4381,00;1024,00;1493,00;315,00;285,00;146,00;1037,00;287,00;830,00;303,00
"201112";"02020205";"02";"02";"02";"05";"1";5342,00;1354,00;1696,00;228,00;265,00;113,00;1537,00;272,00;1019,00;440,00
"201112";"02020206";"02";"02";"02";"06";"1";7750,00;1602,00;2302,00;360,00;412,00;128,00;2162,00;979,00;1244,00;523,00
"201112";"02030301";"02";"03";"03";"01";"1";5764,00;742,00;943,00;64,00;107,00;52,00;3330,00;248,00;484,00;600,00
"201112";"02030302";"02";"03";"03";"02";"1";6913,00;1107,00;1459,00;171,00;212,00;84,00;3321,00;330,00;872,00;635,00
"201112";"02030401";"02";"03";"04";"01";"1";6556,00;1461,00;1951,00;258,00;285,00;115,00;2297,00;395,00;1014,00;499,00
"201112";"02030402";"02";"03";"04";"02";"1";5307,00;1206,00;1663,00;239,00;140,00;94,00;2118,00;146,00;736,00;410,00
"201112";"02040501";"02";"04";"05";"01";"1";1042,00;76,00;238,00;51,00;46,00;162,00;41,00;88,00;443,00;24,00
"201112";"02040502";"02";"04";"05";"02";"1";1244,00;200,00;414,00;97,00;48,00;164,00;20,00;54,00;498,00;46,00
"201112";"02040503";"02";"04";"05";"03";"1";1661,00;500,00;758,00;110,00;67,00;117,00;58,00;40,00;562,00;59,00
"201112";"02040701";"02";"04";"07";"01";"1";3447,00;363,00;803,00;206,00;290,00;568,00;225,00;190,00;1266,00;105,00
"201112";"02040702";"02";"04";"07";"02";"1";1638,00;502,00;747,00;122,00;43,00;176,00;77,00;34,00;510,00;51,00
"201112";"02040703";"02";"04";"07";"03";"1";201,00;40,00;64,00;15,00;6,00;12,00;43,00;15,00;52,00;9,00
