"ZEIT";"RAUMID";"BEZ";"PGR";"BZR";"PLR";"STADTRAUM";"MH_E";"HK_EU15";"HK_EU28";"HK_Polen";"HK_EheJug";"HK_EheSU";"HK_Turk";"HK_Arab";"HK_Sonst";"HK_NZOrd"
"201312";"01011101";"01";"01";"11";"01";"1";1611,00;292,00;482,00;90,00;43,00;287,00;58,00;191,00;471,00;79,00
"201312";"01011102";"01";"01";"11";"02";"1";63,00;15,00;33,00;12,00;7,00;0,00;0,00;4,00;19,00;0,00
"201312";"01011103";"01";"01";"11";"03";"1";2696,00;372,00;766,00;200,00;173,00;383,00;302,00;277,00;624,00;171,00
"201312";"01011104";"01";"01";"11";"04";"1";2660,00;356,00;639,00;145,00;68,00;247,00;473,00;454,00;565,00;214,00
"201312";"01011105";"01";"01";"11";"05";"1";617,00;117,00;187,00;34,00;0,00;120,00;28,00;92,00;175,00;15,00
"201312";"01011201";"01";"01";"12";"01";"1";991,00;133,00;306,00;27,00;0,00;276,00;37,00;116,00;210,00;46,00
"201312";"01011202";"01";"01";"12";"02";"1";208,00;64,00;92,00;9,00;0,00;25,00;0,00;6,00;78,00;7,00
"201312";"01011203";"01";"01";"12";"03";"1";429,00;95,00;167,00;18,00;0,00;133,00;3,00;12,00;105,00;9,00
"201312";"01011204";"01";"01";"12";"04";"1";2215,00;358,00;781,00;102,00;67,00;467,00;73,00;213,00;522,00;92,00
"201312";"01011301";"01";"01";"13";"01";"1";1728,00;546,00;807,00;113,00;28,00;211,00;42,00;58,00;523,00;59,00
"201312";"01011302";"01";"01";"13";"02";"1";4009,00;1413,00;1865,00;179,00;83,00;338,00;168,00;114,00;1340,00;101,00
"201312";"01011303";"01";"01";"13";"03";"1";2953,00;793,00;1168,00;154,00;79,00;351,00;87,00;128,00;1073,00;67,00
"201312";"01011304";"01";"01";"13";"04";"1";2502,00;294,00;562,00;92,00;161,00;321,00;221,00;181,00;946,00;110,00
"201312";"01011305";"01";"01";"13";"05";"1";1929,00;354,00;655,00;90,00;32,00;295,00;154,00;175,00;561,00;57,00
"201312";"01011306";"01";"01";"13";"06";"1";2573,00;412,00;786,00;176,00;111,00;214,00;479,00;135,00;637,00;211,00
"201312";"01011401";"01";"01";"14";"01";"1";5038,00;1831,00;2503,00;261,00;302,00;469,00;101,00;176,00;1395,00;92,00
"201312";"01011402";"01";"01";"14";"02";"1";3831,00;1601,00;2051,00;181,00;27,00;273,00;93,00;86,00;1201,00;100,00
"201312";"01022101";"01";"02";"21";"01";"1";1613,00;186,00;695,00;290,00;111,00;51,00;150,00;277,00;223,00;106,00
"201312";"01022102";"01";"02";"21";"02";"1";3355,00;381,00;1080,00;376,00;251,00;158,00;605,00;416,00;628,00;217,00
"201312";"01022103";"01";"02";"21";"03";"1";148,00;15,00;15,00;0,00;3,00;6,00;30,00;26,00;58,00;10,00
"201312";"01022104";"01";"02";"21";"04";"1";8026,00;1027,00;2422,00;796,00;496,00;483,00;1591,00;929,00;1567,00;538,00
"201312";"01022105";"01";"02";"21";"05";"1";2690,00;320,00;769,00;228,00;177,00;165,00;542,00;432,00;413,00;192,00
"201312";"01022106";"01";"02";"21";"06";"1";3971,00;677,00;1227,00;300,00;372,00;383,00;435,00;421,00;839,00;294,00
"201312";"01022201";"01";"02";"22";"01";"1";4746,00;748,00;1381,00;368,00;250,00;288,00;1152,00;421,00;890,00;364,00
"201312";"01022202";"01";"02";"22";"02";"1";964,00;61,00;116,00;36,00;21,00;61,00;387,00;129,00;135,00;115,00
"201312";"01022203";"01";"02";"22";"03";"1";3691,00;312,00;791,00;276,00;274,00;198,00;1107,00;541,00;381,00;399,00
"201312";"01022204";"01";"02";"22";"04";"1";2034,00;372,00;718,00;217,00;80,00;197,00;334,00;167,00;427,00;111,00
"201312";"01022205";"01";"02";"22";"05";"1";1754,00;138,00;388,00;171,00;132,00;273,00;303,00;252,00;264,00;142,00
"201312";"01022206";"01";"02";"22";"06";"1";1170,00;208,00;465,00;167,00;30,00;106,00;163,00;93,00;221,00;92,00
"201312";"01022207";"01";"02";"22";"07";"1";2177,00;383,00;789,00;204,00;59,00;264,00;122,00;133,00;681,00;129,00
"201312";"01033101";"01";"03";"31";"01";"1";14684,00;1227,00;4011,00;1256,00;1260,00;652,00;4530,00;1456,00;1754,00;1021,00
"201312";"01033102";"01";"03";"31";"02";"1";6551,00;516,00;1556,00;446,00;467,00;284,00;2439,00;617,00;648,00;540,00
"201312";"01033201";"01";"03";"32";"01";"1";8390,00;420,00;1128,00;416,00;352,00;540,00;3435,00;1350,00;743,00;842,00
"201312";"01033202";"01";"03";"32";"02";"1";5214,00;359,00;1027,00;469,00;229,00;416,00;1923,00;474,00;589,00;556,00
"201312";"01033203";"01";"03";"32";"03";"1";8293,00;716,00;1980,00;688,00;656,00;410,00;2634,00;1024,00;1001,00;588,00
"201312";"01044101";"01";"04";"41";"01";"1";8556,00;895,00;2733,00;966,00;579,00;425,00;2189,00;591,00;1399,00;640,00
"201312";"01044102";"01";"04";"41";"02";"1";5363,00;553,00;1865,00;826,00;403,00;185,00;1328,00;436,00;673,00;473,00
"201312";"01044103";"01";"04";"41";"03";"1";3739,00;442,00;1056,00;334,00;188,00;266,00;864,00;368,00;713,00;284,00
"201312";"01044201";"01";"04";"42";"01";"1";15044,00;1273,00;3676,00;1000,00;1301,00;571,00;4756,00;1762,00;1908,00;1070,00
"201312";"01044202";"01";"04";"42";"02";"1";9118,00;1118,00;2742,00;867,00;449,00;365,00;1745,00;1118,00;2182,00;517,00
"201312";"01044203";"01";"04";"42";"03";"1";8761,00;867,00;2621,00;834,00;567,00;241,00;2793,00;832,00;1142,00;565,00
"201312";"02010101";"02";"01";"01";"01";"1";4274,00;450,00;910,00;239,00;101,00;380,00;987,00;742,00;809,00;345,00
