ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;E_A;E_AM;E_AW;E_A00_01;E_A01_02;E_A02_03;E_A03_05;E_A05_06;E_A06_07;E_A07_08;E_A08_10;E_A10_12;E_A12_14;E_A14_15;E_A15_18;E_A18_21;E_A21_25;E_A25_27;E_A27_30;E_A30_35;E_A35_40;E_A40_45;E_A45_50;E_A50_55;E_A55_60;E_A60_63;E_A63_65;E_A65_67;E_A67_70;E_A70_75;E_A75_80;E_A80_85;E_A85_90;E_A90_95;E_A95_110;E_AU1;E_A1U6;E_A6U15;E_A15U18;E_A18U25;E_A25U55;E_A55U65;E_A65U80;E_A80U110
201112;01011101;01;01;11;01;1;768;418;350;3;0;0;6;0;0;0;6;3;7;0;18;38;93;50;67;103;79;64;42;49;46;15;21;7;15;18;3;12;3;0;0;3;6;16;18;131;454;82;43;15
201112;01011102;01;01;11;02;1;24;15;9;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;6;6;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;21;0;0;0
201112;01011103;01;01;11;03;1;1438;758;680;12;6;8;15;7;9;13;9;23;24;9;21;78;141;75;98;174;134;110;116;111;73;45;22;13;21;36;14;12;6;0;3;12;36;87;21;219;818;140;84;21
201112;01011104;01;01;11;04;1;1299;677;622;0;3;3;9;9;6;3;10;12;18;3;39;56;158;98;148;179;110;99;93;69;44;18;15;18;9;21;28;15;6;0;0;0;24;52;39;214;796;77;76;21
201112;01011105;01;01;11;05;1;293;152;141;3;3;3;12;0;6;0;3;3;0;3;9;0;12;7;25;30;30;38;30;30;16;9;6;0;0;3;6;6;0;0;0;3;18;15;9;12;190;31;9;6
201112;01011201;01;01;12;01;1;597;329;268;6;4;0;6;9;3;4;0;6;3;6;18;18;43;28;43;56;63;62;58;43;40;13;9;9;16;21;10;0;0;0;0;6;19;22;18;61;353;62;56;0
201112;01011202;01;01;12;02;1;105;51;54;0;3;0;0;0;0;3;0;3;0;0;0;3;6;6;3;18;18;9;9;9;9;3;0;0;0;0;3;0;0;0;0;0;3;6;0;9;72;12;3;0
201112;01011203;01;01;12;03;1;248;122;126;3;0;3;0;0;0;0;0;3;6;3;6;12;21;12;15;33;24;28;25;9;17;9;0;7;6;6;0;0;0;0;0;3;3;12;6;33;146;26;19;0
201112;01011204;01;01;12;04;1;1147;564;583;3;6;3;12;0;12;6;16;3;6;9;26;20;99;71;92;159;127;109;86;84;78;22;27;22;6;20;6;11;6;0;0;3;21;52;26;119;728;127;54;17
201112;01011301;01;01;13;01;1;985;475;510;9;12;3;18;9;0;3;6;3;0;3;3;21;79;55;111;205;144;98;67;44;27;22;6;10;9;3;9;3;3;0;0;9;42;15;3;100;724;55;31;6
201112;01011302;01;01;13;02;1;2313;1136;1177;9;13;9;15;3;15;3;15;15;15;6;24;54;214;186;271;431;350;257;165;87;60;27;10;10;15;19;0;12;3;0;0;9;40;69;24;268;1747;97;44;15
201112;01011303;01;01;13;03;1;1683;872;811;3;9;6;18;6;3;6;9;15;9;3;27;63;203;131;210;235;211;169;135;81;57;22;9;13;6;6;12;0;6;0;0;3;39;45;27;266;1172;88;37;6
201112;01011304;01;01;13;04;1;1277;609;668;6;6;12;15;3;3;9;15;21;27;15;46;62;131;77;75;171;142;155;91;70;48;18;6;13;6;13;9;9;3;0;0;6;36;90;46;193;781;72;41;12
201112;01011305;01;01;13;05;1;951;514;437;3;12;3;6;6;6;3;9;12;18;10;19;13;83;81;91;139;124;91;75;42;32;15;9;12;12;14;11;0;0;0;0;3;27;58;19;96;643;56;49;0
201112;01011306;01;01;13;06;1;1313;682;631;3;0;3;6;6;9;6;9;6;15;9;12;42;125;70;152;229;174;137;116;62;46;24;6;9;12;13;9;3;0;0;0;3;15;54;12;167;940;76;43;3
201112;01011401;01;01;14;01;1;2580;1276;1304;6;16;14;19;6;9;9;16;25;15;6;10;48;257;203;359;523;418;243;148;87;64;12;15;3;10;18;12;9;0;0;0;6;55;80;10;305;1981;91;43;9
201112;01011402;01;01;14;02;1;2159;1072;1087;15;9;6;30;7;4;6;12;6;0;9;3;45;183;173;321;512;305;234;112;58;48;24;9;7;6;9;3;3;0;0;0;15;52;37;3;228;1715;81;25;3
201112;01022101;01;02;21;01;1;895;545;350;3;6;6;10;0;6;6;10;6;12;7;27;28;78;40;84;129;81;70;89;70;43;12;21;9;15;15;6;6;0;0;0;3;22;47;27;106;563;76;45;6
201112;01022102;01;02;21;02;1;2081;1118;963;12;6;16;20;16;13;19;9;18;37;12;50;92;176;69;190;261;241;204;166;126;91;54;59;42;19;39;18;6;0;0;0;12;58;108;50;268;1257;204;118;6
201112;01022103;01;02;21;03;1;61;37;24;3;0;0;0;0;0;0;0;3;3;0;3;0;0;0;9;10;6;12;6;0;3;3;0;0;0;0;0;0;0;0;0;3;0;6;3;0;43;6;0;0
201112;01022104;01;02;21;04;1;4431;2320;2111;9;14;19;33;10;12;15;44;25;60;34;110;108;323;249;393;542;530;403;376;281;232;123;86;48;127;127;65;18;6;3;6;9;76;190;110;431;2774;441;367;33
201112;01022105;01;02;21;05;1;1472;792;680;7;10;6;18;9;4;6;21;12;30;9;38;57;112;75;113;192;158;143;137;83;58;48;24;22;12;43;16;9;0;0;0;7;43;82;38;169;901;130;93;9
201112;01022106;01;02;21;06;1;1728;900;828;9;6;0;16;7;3;9;3;18;18;16;31;58;118;88;138;235;203;156;162;109;108;77;30;31;22;27;15;6;6;3;0;9;29;67;31;176;1091;215;95;15
201112;01022201;01;02;22;01;1;2584;1335;1249;3;16;12;33;13;12;9;27;25;31;22;68;97;271;143;191;298;295;252;226;131;117;68;60;36;34;61;27;6;0;0;0;3;74;126;68;368;1536;245;158;6
201112;01022202;01;02;22;02;1;446;209;237;0;0;3;4;3;4;3;0;6;19;4;19;19;31;24;19;37;47;49;34;31;15;12;6;16;16;15;10;0;0;0;0;0;10;36;19;50;241;33;57;0
201112;01022203;01;02;22;03;1;1982;963;1019;15;3;6;16;15;12;18;6;24;42;15;55;83;143;85;113;181;215;179;171;122;87;72;34;57;63;72;54;15;6;3;0;15;40;117;55;226;1066;193;246;24
201112;01022204;01;02;22;04;1;1077;575;502;3;7;15;10;7;3;3;9;0;15;9;18;45;96;48;89;146;138;88;77;72;50;22;18;12;20;36;9;6;6;0;0;3;39;39;18;141;658;90;77;12
201112;01022205;01;02;22;05;1;853;415;438;6;0;9;16;3;3;0;16;15;16;6;21;48;66;38;31;111;74;67;59;52;51;25;28;18;9;39;14;6;6;0;0;6;28;56;21;114;432;104;80;12
201112;01022206;01;02;22;06;1;559;288;271;0;3;0;3;3;8;3;0;3;9;6;6;21;39;19;48;67;89;69;31;43;19;15;15;6;15;16;0;3;0;0;0;0;9;29;6;60;366;49;37;3
201112;01022207;01;02;22;07;1;1521;833;688;0;0;3;9;0;3;0;6;6;16;0;15;60;301;196;203;203;104;81;75;73;40;27;9;6;24;19;33;3;6;0;0;0;12;31;15;361;935;76;82;9
201112;01033101;01;03;31;01;1;8549;4622;3927;91;70;75;135;58;49;49;100;96;175;119;296;389;704;412;552;958;909;855;736;484;355;176;98;109;148;213;106;15;13;4;0;91;338;588;296;1093;4906;629;576;32
201112;01033102;01;03;31;02;1;3846;2046;1800;17;15;24;38;15;19;33;37;27;127;54;149;188;291;159;244;428;422;407;348;217;126;98;63;58;86;83;43;24;3;3;0;17;92;297;149;479;2225;287;270;30
201112;01033201;01;03;32;01;1;3824;1929;1895;30;29;24;56;28;19;27;60;34;88;41;137;168;272;133;283;494;405;405;326;180;148;92;49;43;84;105;52;9;3;0;0;30;137;269;137;440;2226;289;284;12
201112;01033202;01;03;32;02;1;2427;1187;1240;9;9;12;34;6;9;3;13;34;34;22;66;88;198;119;120;303;297;236;234;121;115;71;48;36;47;84;25;24;10;0;0;9;61;115;66;286;1430;234;192;34
201112;01033203;01;03;32;03;1;4572;2416;2156;40;30;33;61;28;34;19;59;63;94;47;172;226;330;211;325;560;512;417;374;247;158;117;67;66;89;102;67;18;6;0;0;40;152;316;172;556;2646;342;324;24
201112;01044101;01;04;41;01;1;4757;2617;2140;40;14;24;45;19;12;21;43;44;66;27;122;176;336;252;342;573;550;485;424;323;248;155;102;72;99;76;45;15;3;4;0;40;102;213;122;512;2949;505;292;22
201112;01044102;01;04;41;02;1;2719;1475;1244;12;17;12;37;9;12;13;21;22;41;22;60;84;197;100;171;326;316;303;273;174;123;76;60;62;49;84;36;7;0;0;0;12;75;131;60;281;1663;259;231;7
201112;01044103;01;04;41;03;1;2078;1153;925;9;12;9;19;13;7;15;25;21;36;9;54;86;143;88;171;274;264;202;180;123;87;60;43;28;37;51;9;3;0;0;0;9;53;113;54;229;1302;190;125;3
201112;01044201;01;04;42;01;1;8895;4688;4207;71;40;86;148;61;63;71;94;130;198;87;299;430;702;366;565;972;966;928;763;488;341;199;111;127;173;251;95;49;15;3;3;71;335;643;299;1132;5048;651;646;70
201112;01044202;01;04;42;02;1;5629;3185;2444;29;30;43;60;30;27;17;53;54;76;65;139;252;634;484;614;814;526;459;378;242;206;112;52;62;43;79;42;3;4;0;0;29;163;292;139;886;3517;370;226;7
201112;01044203;01;04;42;03;1;5396;2997;2399;13;31;24;49;14;18;28;52;53;99;34;148;192;462;279;396;677;591;471;472;322;239;154;109;95;129;149;74;12;0;7;3;13;118;284;148;654;3208;502;447;22
201112;02010101;02;01;01;01;1;2199;1110;1089;6;9;3;27;16;9;6;6;20;40;15;44;100;274;153;215;271;223;190;182;94;92;27;33;18;43;49;6;15;3;6;4;6;55;96;44;374;1328;152;116;28
201112;02010102;02;01;01;02;1;3832;1932;1900;18;15;18;31;9;16;20;27;28;81;35;133;140;291;157;283;375;429;458;339;223;169;91;71;56;71;112;82;27;18;9;0;18;73;207;133;431;2264;331;321;54
201112;02010103;02;01;01;03;1;4920;2550;2370;14;15;19;33;13;17;22;30;34;120;70;154;182;327;176;300;626;602;499;471;262;240;118;86;77;123;155;86;34;12;3;0;14;80;293;154;509;2936;444;441;49
201112;02010104;02;01;01;04;1;1656;820;836;7;3;6;10;9;0;3;18;18;32;20;51;76;120;83;108;180;175;193;154;112;58;24;31;32;43;56;25;6;0;3;0;7;28;91;51;196;1005;113;156;9
201112;02020201;02;02;02;01;1;65;36;29;0;0;0;0;0;0;0;0;0;0;0;0;6;3;6;4;12;6;6;3;3;3;3;6;0;4;0;0;0;0;0;0;0;0;0;0;9;40;12;4;0
201112;02020202;02;02;02;02;1;1219;621;598;0;0;3;3;7;0;3;9;6;16;6;30;30;96;67;130;145;152;118;95;84;60;47;6;33;15;42;10;3;3;0;0;0;13;40;30;126;791;113;100;6
201112;02020203;02;02;02;03;1;2078;1100;978;6;22;3;15;9;0;3;9;12;12;12;25;48;151;92;153;339;238;226;168;146;95;52;41;33;38;67;38;19;6;0;0;6;49;48;25;199;1362;188;176;25
201112;02020204;02;02;02;04;1;2650;1408;1242;3;3;15;6;9;7;15;12;12;40;19;61;65;240;149;238;357;348;221;237;172;104;63;39;42;46;69;37;12;6;3;0;3;33;105;61;305;1722;206;194;21
201112;02020205;02;02;02;05;1;3192;1642;1550;10;0;3;19;6;3;9;15;22;49;25;51;88;214;160;248;484;351;328;287;179;161;86;56;62;110;95;59;0;9;3;0;10;28;123;51;302;2037;303;326;12
201112;02020206;02;02;02;06;1;4728;2430;2298;10;28;22;34;9;12;18;42;48;85;32;116;131;322;258;412;698;625;496;380;254;180;99;67;69;86;119;50;20;3;0;3;10;93;237;116;453;3123;346;324;26
201112;02030301;02;03;03;01;1;3567;1799;1768;3;6;3;16;12;0;6;15;19;73;36;87;109;223;167;251;422;368;312;358;173;187;131;85;107;112;176;70;24;9;7;0;3;37;149;87;332;2051;403;465;40
201112;02030302;02;03;03;02;1;4272;2313;1959;3;13;18;27;12;16;16;15;21;62;38;98;120;301;224;331;550;546;404;375;239;190;97;73;92;104;146;98;34;6;3;0;3;70;168;98;421;2669;360;440;43
201112;02030401;02;03;04;01;1;4221;2216;2005;12;12;17;18;6;13;0;34;30;60;36;96;92;267;223;400;709;551;408;331;208;163;96;78;74;84;118;60;12;10;3;0;12;53;173;96;359;2830;337;336;25
201112;02030402;02;03;04;02;1;3605;1806;1799;15;9;3;14;3;0;9;10;18;51;25;60;117;305;217;347;529;429;308;279;170;134;107;74;57;116;129;51;12;7;0;0;15;29;113;60;422;2279;315;353;19
201112;02040501;02;04;05;01;1;538;248;290;3;6;6;0;6;8;3;15;9;9;7;9;33;22;19;34;73;70;83;52;32;24;0;0;0;0;0;6;6;3;0;0;3;18;51;9;55;363;24;6;9
201112;02040502;02;04;05;02;1;714;368;346;17;6;0;3;6;0;3;3;6;6;3;20;12;59;43;100;116;98;39;78;21;28;17;6;6;6;9;0;0;3;0;0;17;15;21;20;71;495;51;21;3
201112;02040503;02;04;05;03;1;1043;517;526;0;0;6;6;0;3;0;6;15;6;3;13;15;120;117;119;185;127;104;87;57;36;0;6;9;0;0;3;0;0;0;0;0;12;33;13;135;796;42;12;0
201112;02040701;02;04;07;01;1;2217;1138;1079;12;15;12;19;10;4;13;24;19;33;19;20;75;373;255;307;313;215;173;95;87;55;19;16;3;7;6;12;6;0;0;0;12;56;112;20;448;1445;90;28;6
201112;02040702;02;04;07;02;1;1025;528;497;12;0;0;15;3;0;6;3;6;9;9;15;15;90;109;145;220;130;93;48;49;22;10;4;0;9;0;0;0;0;3;0;12;18;33;15;105;794;36;9;3
201112;02040703;02;04;07;03;1;125;61;64;0;3;0;3;0;0;0;3;3;0;0;3;9;21;7;6;24;9;12;13;3;6;0;0;0;0;0;0;0;0;0;0;0;6;6;3;30;74;6;0;0
201112;02050601;02;05;06;01;1;1065;543;522;3;0;6;3;3;6;7;3;6;24;6;3;12;145;119;169;227;95;94;58;39;22;6;6;0;0;3;0;0;0;0;0;3;12;52;3;157;801;34;3;0
201112;02050602;02;05;06;02;1;2343;1214;1129;6;9;6;21;6;9;12;12;9;9;3;36;66;255;195;359;467;305;215;146;72;58;23;10;3;6;16;3;3;0;3;0;6;42;54;36;321;1759;91;28;6
201112;02050801;02;05;08;01;1;2561;1320;1241;6;15;6;16;4;11;15;18;12;24;15;44;53;276;212;417;567;294;204;162;95;62;12;3;0;6;9;0;3;0;0;0;6;41;95;44;329;1951;77;15;3
201112;02050802;02;05;08;02;1;2639;1421;1218;10;6;7;15;3;0;0;6;7;12;0;6;38;312;311;422;622;367;201;114;84;45;3;9;6;12;12;6;3;0;0;0;10;31;25;6;350;2121;57;36;3
201112;02050803;02;05;08;03;1;787;407;380;3;3;3;3;0;0;0;9;0;3;3;12;28;95;75;122;149;113;46;47;39;12;13;3;3;0;3;0;0;0;0;0;3;9;15;12;123;591;28;6;0
201112;02050804;02;05;08;04;1;172;86;86;6;3;0;0;0;0;0;0;0;3;0;6;0;3;10;13;31;34;19;9;6;10;3;3;3;3;0;3;4;0;0;0;6;3;3;6;3;122;16;9;4
