ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;E_A;E_AM;E_AW;E_A00_01;E_A01_02;E_A02_03;E_A03_05;E_A05_06;E_A06_07;E_A07_08;E_A08_10;E_A10_12;E_A12_14;E_A14_15;E_A15_18;E_A18_21;E_A21_25;E_A25_27;E_A27_30;E_A30_35;E_A35_40;E_A40_45;E_A45_50;E_A50_55;E_A55_60;E_A60_63;E_A63_65;E_A65_67;E_A67_70;E_A70_75;E_A75_80;E_A80_85;E_A85_90;E_A90_95;E_A95_110;E_AU1;E_A1U6;E_A6U15;E_A15U18;E_A18U25;E_A25U55;E_A55U65;E_A65U80;E_A80U110
200812;01022205;01;02;22;05;1;781;371;410;4;9;3;12;3;6;6;34;12;15;3;42;28;43;17;54;85;62;64;53;38;52;24;6;15;35;25;6;13;6;6;0;4;27;76;42;71;373;82;81;25
200812;01022206;01;02;22;06;1;559;295;264;0;0;0;3;3;3;3;15;3;9;3;26;15;48;9;51;89;61;46;55;24;30;14;12;13;6;9;3;0;6;0;0;0;6;36;26;63;335;56;31;6
200812;01022207;01;02;22;07;1;1654;894;760;9;3;0;0;6;0;7;6;10;3;3;7;61;362;185;203;267;132;78;100;48;46;18;15;9;36;25;12;3;0;0;0;9;9;29;7;423;1013;79;82;3
200812;01033101;01;03;31;01;1;7984;4331;3653;49;61;33;87;42;44;46;141;215;196;102;301;384;569;321;542;899;896;722;613;443;383;194;131;105;175;175;82;27;6;0;0;49;223;744;301;953;4436;708;537;33
200812;01033102;01;03;31;02;1;3874;2081;1793;6;35;25;55;6;20;15;87;127;118;34;172;153;223;156;277;462;423;373;288;207;161;117;56;66;76;65;43;22;3;0;3;6;121;401;172;376;2186;334;250;28
200812;01033201;01;03;32;01;1;3891;1983;1908;22;31;19;57;39;38;32;60;109;123;55;177;202;251;131;235;437;393;421;253;174;167;84;69;74;89;94;30;22;0;3;0;22;146;417;177;453;2044;320;287;25
200812;01033202;01;03;32;02;1;2501;1245;1256;24;3;18;18;0;3;3;37;42;40;51;96;117;118;104;187;335;290;255;202;127;126;70;27;39;78;38;33;14;3;3;0;24;39;176;96;235;1500;223;188;20
200812;01033203;01;03;32;03;1;4615;2457;2158;28;33;38;51;40;41;35;91;100;113;54;213;178;301;194;336;527;503;442;329;216;194;126;69;73;103;99;57;18;7;6;0;28;162;434;213;479;2547;389;332;31
200812;01044101;01;04;41;01;1;4335;2416;1919;18;18;30;34;24;24;21;41;72;64;46;116;156;279;188;351;529;492;433;389;274;252;149;82;52;75;70;40;7;6;3;0;18;106;268;116;435;2656;483;237;16
200812;01044102;01;04;41;02;1;2465;1319;1146;3;9;12;18;6;7;7;31;33;48;15;50;106;171;104;166;299;267;260;189;173;142;95;53;48;54;63;18;12;0;0;6;3;45;141;50;277;1458;290;183;18
200812;01044103;01;04;41;03;1;2347;1316;1031;9;12;9;39;3;18;10;36;29;42;28;65;83;156;118;152;281;307;240;229;117;124;73;30;21;50;36;20;6;4;0;0;9;63;163;65;239;1444;227;127;10
200812;01044201;01;04;42;01;1;8595;4628;3967;52;58;58;85;55;44;77;187;208;181;110;365;385;570;310;538;1045;966;912;597;467;350;197;142;138;167;204;76;35;16;0;0;52;256;807;365;955;4835;689;585;51
200812;01044202;01;04;42;02;1;5921;3233;2688;38;37;24;70;28;36;51;73;111;86;47;186;265;605;428;646;775;646;498;334;283;206;100;69;46;84;86;32;19;9;3;0;38;159;404;186;870;3610;375;248;31
200812;01044203;01;04;42;03;1;5575;3109;2466;32;22;22;57;32;12;9;70;113;118;37;168;231;374;255;437;682;590;503;436;291;299;214;98;87;137;135;72;12;12;9;9;32;133;359;168;605;3194;611;431;42
200812;02010101;02;01;01;01;1;2460;1290;1170;16;10;16;9;9;12;12;34;55;47;20;82;124;228;128;204;293;306;228;179;121;75;76;19;16;36;49;28;9;10;6;3;16;44;180;82;352;1459;170;129;28
200812;02010102;02;01;01;02;1;4099;2069;2030;16;15;18;46;22;19;22;57;100;112;59;165;157;212;168;221;481;479;471;323;203;187;104;57;67;94;108;52;39;19;6;0;16;101;369;165;369;2346;348;321;64
200812;02010103;02;01;01;03;1;4863;2529;2334;30;15;9;30;12;25;18;85;119;98;70;192;190;276;191;336;589;599;450;357;258;209;132;100;88;131;140;69;24;18;0;3;30;66;415;192;466;2780;441;428;45
200812;02010104;02;01;01;04;1;1793;935;858;3;6;16;17;12;11;7;35;57;55;21;81;82;111;65;97;177;214;183;129;96;68;59;27;33;19;61;30;12;3;3;3;3;51;186;81;193;961;154;143;21
200812;02020201;02;02;02;01;1;93;53;40;0;0;0;0;0;0;0;0;0;0;0;0;0;6;16;6;12;6;13;13;0;6;6;0;3;3;0;3;0;0;0;0;0;0;0;0;6;66;12;9;0
200812;02020202;02;02;02;02;1;1491;785;706;3;9;3;10;3;15;0;10;18;27;19;29;64;111;41;114;167;193;162;128;88;81;43;18;32;46;33;12;6;6;0;0;3;25;89;29;175;893;142;123;12
200812;02020203;02;02;02;03;1;2161;1135;1026;3;6;12;15;6;0;0;22;30;28;9;48;39;158;85;188;327;252;225;188;148;97;64;39;25;33;61;38;12;3;0;0;3;39;89;48;197;1413;200;157;15
200812;02020204;02;02;02;04;1;3036;1635;1401;6;12;6;12;7;3;9;32;33;35;22;95;81;226;156;256;419;347;335;212;180;156;84;60;53;52;69;37;22;9;7;3;6;37;134;95;307;1905;300;211;41
200812;02020205;02;02;02;05;1;3546;1893;1653;15;7;3;12;20;3;9;35;57;49;24;72;98;217;130;270;422;423;401;317;241;180;106;77;68;94;122;34;15;19;3;3;15;42;177;72;315;2204;363;318;40
200812;02020206;02;02;02;06;1;5203;2777;2426;12;12;18;45;25;24;32;73;82;86;43;117;158;354;263;427;681;605;552;445;286;251;134;78;85;95;122;61;24;7;3;3;12;100;340;117;512;3259;463;363;37
200812;02030301;02;03;03;01;1;3991;2091;1900;3;9;7;18;9;16;18;60;99;69;25;139;152;248;155;257;417;398;417;297;210;216;177;113;86;122;141;64;28;13;0;8;3;43;287;139;400;2151;506;413;49
200812;02030302;02;03;03;02;1;4522;2456;2066;25;12;10;19;15;0;13;55;91;89;46;114;195;323;190;330;609;462;418;371;245;187;116;113;88;117;163;74;25;3;4;0;25;56;294;114;518;2625;416;442;32
200812;02030401;02;03;04;01;1;4486;2395;2091;6;22;9;22;13;9;13;48;58;62;49;93;125;322;214;428;649;543;469;315;242;206;129;97;80;86;101;57;13;3;3;0;6;66;239;93;447;2860;432;324;19
200812;02030402;02;03;04;02;1;3897;2033;1864;10;3;3;19;10;7;6;31;79;61;28;115;119;248;197;270;535;460;369;275;222;200;117;83;88;127;139;42;12;16;6;0;10;35;212;115;367;2328;400;396;34
200812;02040501;02;04;05;01;1;546;251;295;3;0;3;3;12;3;3;7;9;18;6;28;11;33;15;50;77;77;73;41;30;6;6;3;3;10;0;13;3;0;0;0;3;18;46;28;44;363;15;26;3
200812;02040502;02;04;05;02;1;594;303;291;0;4;6;6;0;4;0;10;6;6;3;24;12;37;55;55;102;72;52;40;31;33;15;3;3;6;6;0;3;0;0;0;0;16;29;24;49;407;51;15;3
200812;02040503;02;04;05;03;1;937;500;437;3;6;3;3;0;3;0;18;9;15;0;20;19;127;76;95;194;103;80;81;33;30;3;7;0;0;3;3;3;0;0;0;3;12;45;20;146;662;40;6;3
200812;02040701;02;04;07;01;1;2187;1137;1050;9;15;6;31;18;12;9;27;36;25;16;45;83;321;205;261;327;232;187;102;105;37;15;12;13;16;9;4;6;0;3;0;9;70;125;45;404;1419;64;42;9
200812;02040702;02;04;07;02;1;1015;564;451;7;0;0;3;0;0;3;6;9;3;9;3;18;113;97;129;198;116;123;55;48;27;12;12;3;9;3;9;0;0;0;0;7;3;30;3;131;766;51;24;0
200812;02040703;02;04;07;03;1;118;54;64;0;0;0;0;3;3;3;3;3;4;3;6;9;12;3;9;9;15;15;9;6;3;0;0;0;0;0;0;0;0;0;0;0;3;19;6;21;66;3;0;0
200812;02050601;02;05;06;01;1;1042;565;477;3;3;9;12;6;3;3;6;12;0;3;29;30;126;92;124;161;140;88;72;58;22;19;3;3;6;9;0;0;0;0;0;3;30;27;29;156;735;44;18;0
200812;02050602;02;05;06;02;1;2314;1216;1098;7;12;13;18;9;3;3;28;16;30;3;36;71;235;211;315;459;318;190;143;86;39;23;9;6;18;6;4;3;0;0;0;7;52;83;36;306;1722;71;34;3
200812;02050801;02;05;08;01;1;2528;1356;1172;12;10;10;22;13;12;16;21;31;45;10;46;74;287;205;395;412;325;229;171;104;42;12;3;3;12;0;6;0;0;0;0;12;55;135;46;361;1841;57;21;0
200812;02050802;02;05;08;02;1;2548;1389;1159;15;10;6;3;3;0;3;6;9;6;0;20;28;342;301;410;586;299;203;107;85;46;21;6;9;9;9;3;3;0;0;0;15;22;24;20;370;1991;73;30;3
200812;02050803;02;05;08;03;1;807;482;325;6;0;0;9;4;0;0;12;6;9;6;22;34;95;73;117;132;88;69;55;25;30;3;0;0;3;9;0;0;0;0;0;6;13;33;22;129;559;33;12;0
200812;02050804;02;05;08;04;1;143;71;72;0;0;3;0;0;0;0;0;3;0;0;7;0;3;3;13;41;15;25;0;15;3;6;0;0;3;0;3;0;0;0;0;0;3;3;7;3;112;9;6;0
200812;03010101;03;01;01;01;2;103;66;37;0;0;0;3;0;0;0;0;0;0;3;0;6;9;3;15;10;9;9;15;12;3;0;0;0;0;3;0;3;0;0;0;0;3;3;0;15;73;3;3;3
200812;03010102;03;01;01;02;2;352;202;150;3;0;0;6;3;0;0;0;7;3;0;3;6;29;12;31;74;53;36;34;12;24;0;0;3;4;6;0;0;3;0;0;3;9;10;3;35;252;24;13;3
200812;03010104;03;01;01;04;2;12;9;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0
200812;03020203;03;02;02;03;2;18;12;6;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;6;0;0;6;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;12;0;3;0
200812;03020209;03;02;02;09;2;639;315;324;0;3;3;4;3;3;0;14;12;10;3;24;39;90;22;45;84;58;82;51;38;27;9;3;3;3;3;3;0;0;0;0;0;13;42;24;129;380;39;12;0
200812;03020210;03;02;02;10;2;282;149;133;0;0;0;3;0;3;0;9;3;6;0;6;6;6;12;21;49;43;40;30;21;9;6;0;0;6;3;0;0;0;0;0;0;3;21;6;12;216;15;9;0
200812;03020307;03;02;03;07;2;445;216;229;0;0;3;3;3;3;3;3;3;12;6;18;6;15;12;34;88;76;45;43;27;15;3;3;3;12;0;3;0;0;3;0;0;9;30;18;21;325;21;18;3
200812;03030405;03;03;04;05;2;260;128;132;0;3;0;9;3;6;3;6;3;7;0;10;6;6;12;19;44;48;28;19;10;6;3;0;0;0;6;3;0;0;0;0;0;15;25;10;12;180;9;9;0
200812;03030406;03;03;04;06;2;136;69;67;0;0;0;0;0;0;0;0;0;0;0;0;3;10;4;3;18;26;10;13;18;13;12;0;0;0;0;0;6;0;0;0;0;0;0;0;13;92;25;0;6
200812;03030711;03;03;07;11;2;73;37;36;0;3;0;0;0;0;0;0;0;0;0;3;0;6;3;9;6;6;15;6;6;3;3;0;4;0;0;0;0;0;0;0;0;3;0;3;6;51;6;4;0
200812;03030715;03;03;07;15;2;147;86;61;3;0;0;3;0;0;0;6;0;3;0;0;6;9;9;12;15;14;18;19;9;6;4;0;8;3;0;0;0;0;0;0;3;3;9;0;15;96;10;11;0
200812;03030716;03;03;07;16;2;12;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0
200812;03040508;03;04;05;08;2;173;86;87;0;0;0;0;0;0;0;0;3;6;7;9;6;3;6;6;24;16;26;18;13;6;6;12;0;0;3;3;0;0;0;0;0;0;16;9;9;109;24;6;0
200812;03040512;03;04;05;12;2;341;182;159;0;0;0;0;0;0;0;0;9;3;0;6;26;24;3;39;46;61;33;25;25;15;9;4;0;4;9;0;0;0;0;0;0;0;12;6;50;232;28;13;0
200812;03040513;03;04;05;13;2;137;58;79;0;6;0;0;0;0;0;0;3;0;6;6;3;9;15;0;18;13;18;9;15;6;4;0;3;0;3;0;0;0;0;0;0;6;9;6;12;88;10;6;0
200812;03040614;03;04;06;14;2;1386;772;614;6;6;6;9;3;6;0;9;12;9;3;25;28;88;79;100;219;232;188;120;82;62;34;13;6;12;22;3;4;0;0;0;6;24;39;25;116;1020;109;43;4
200812;03040818;03;04;08;18;2;1607;871;736;9;9;0;9;9;6;3;12;21;6;6;27;36;130;98;169;263;219;155;114;96;73;42;15;9;16;19;18;18;0;0;0;9;27;54;27;166;1114;130;62;18
200812;03050919;03;05;09;19;2;106;56;50;0;0;0;0;0;0;0;0;0;3;0;0;0;6;12;9;19;15;9;21;3;6;0;0;0;0;0;3;0;0;0;0;0;0;3;0;6;88;6;3;0
200812;03050920;03;05;09;20;2;211;100;111;0;3;0;3;0;0;3;3;3;0;6;3;3;13;12;29;15;31;26;24;18;10;3;0;0;0;3;0;0;0;0;0;0;6;15;3;16;155;13;3;0
200812;03050923;03;05;09;23;2;483;274;209;0;0;0;0;6;3;0;9;3;7;3;13;7;35;24;43;73;76;85;30;26;18;10;3;0;6;0;0;3;0;0;0;0;6;25;13;42;357;31;6;3
200812;03050924;03;05;09;24;2;361;203;158;3;0;0;5;0;3;3;3;0;3;6;10;12;44;22;25;60;39;39;24;21;18;6;3;0;0;0;9;3;0;0;0;3;5;18;10;56;230;27;9;3
200812;03050925;03;05;09;25;2;409;198;211;0;3;0;3;3;6;6;0;0;9;0;37;21;19;24;31;52;66;39;31;15;12;6;6;10;0;10;0;0;0;0;0;0;9;21;37;40;258;24;20;0
200812;03051017;03;05;10;17;2;223;139;84;3;0;0;0;0;0;0;0;4;6;7;6;3;16;9;23;33;18;39;34;10;3;0;0;3;0;0;0;0;6;0;0;3;0;17;6;19;166;3;3;6
200812;03051021;03;05;10;21;2;249;119;130;3;0;3;0;3;0;0;0;3;4;0;0;6;28;25;38;39;28;9;27;15;9;6;0;0;0;0;3;0;0;0;0;3;6;7;0;34;181;15;3;0
200812;03051022;03;05;10;22;2;95;49;46;0;0;0;0;0;0;0;0;0;0;3;0;9;3;0;13;13;15;12;0;6;3;3;3;3;0;0;3;0;3;3;0;0;0;3;0;12;59;9;6;6
200812;03061126;03;06;11;26;1;1608;869;739;0;0;6;3;3;0;3;13;9;13;3;18;30;158;145;237;354;230;169;75;57;26;9;3;19;0;9;10;0;3;3;0;0;12;41;18;188;1267;38;38;6
200812;03061131;03;06;11;31;1;1549;810;739;0;3;0;7;0;0;3;7;0;12;0;12;24;166;135;231;341;248;163;91;49;21;9;11;0;4;6;0;3;3;0;0;0;10;22;12;190;1258;41;10;6
200812;03061227;03;06;12;27;1;1502;783;719;6;9;0;0;6;0;3;7;13;12;9;3;21;122;132;231;348;214;126;118;54;22;12;0;3;13;12;0;6;0;0;0;6;15;44;3;143;1223;34;28;6
200812;03061228;03;06;12;28;1;808;397;411;6;7;9;12;0;0;0;6;6;12;6;9;24;74;62;123;138;109;80;39;22;21;24;3;7;3;3;0;3;0;0;0;6;28;30;9;98;573;48;13;3
200812;03061332;03;06;13;32;1;3079;1616;1463;9;9;6;12;15;9;6;3;9;6;3;27;46;303;210;438;733;541;294;180;93;54;24;12;6;12;13;6;0;0;0;0;9;42;36;27;349;2489;90;37;0
200812;03061429;03;06;14;29;1;324;143;181;3;3;3;6;0;0;0;3;10;6;3;12;12;22;25;24;46;53;34;15;15;12;4;3;3;0;0;7;0;0;0;0;3;12;22;12;34;212;19;10;0
200812;03061430;03;06;14;30;1;173;111;62;6;0;0;0;0;3;0;0;4;3;0;0;6;21;9;9;12;18;18;18;14;9;7;3;0;3;7;0;0;3;0;0;6;0;10;0;27;98;19;10;3
200812;03061434;03;06;14;34;1;479;252;227;0;0;3;0;0;0;3;7;3;0;0;6;13;40;28;66;108;71;61;24;19;12;3;0;0;0;0;6;6;0;0;0;0;3;13;6;53;377;15;6;6
200812;03061435;03;06;14;35;1;405;193;212;6;3;3;0;9;0;0;6;13;6;3;15;6;37;27;42;72;61;30;36;15;9;0;3;0;0;3;0;0;0;0;0;6;15;28;15;43;283;12;3;0
200812;03061441;03;06;14;41;1;33;18;15;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;3;6;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;27;0;0;0
200812;03071536;03;07;15;36;1;1834;970;864;6;9;6;18;6;0;6;6;13;3;0;21;27;155;146;263;415;305;225;90;39;21;6;9;9;3;15;6;6;0;0;0;6;39;28;21;182;1483;36;33;6
200812;03071537;03;07;15;37;1;2285;1153;1132;12;18;9;19;6;12;15;9;6;12;4;3;43;174;150;274;490;445;222;161;87;51;21;24;6;9;3;0;0;0;0;0;12;52;58;3;217;1829;96;18;0
200812;03071633;03;07;16;33;1;171;81;90;3;0;0;4;3;0;0;7;0;3;0;6;3;16;12;16;24;29;6;15;12;3;0;0;0;6;3;0;0;0;0;0;3;7;10;6;19;114;3;9;0
200812;03071638;03;07;16;38;1;2213;1107;1106;10;3;10;6;3;3;9;9;12;3;16;30;51;185;163;289;475;421;224;109;73;61;18;6;6;6;3;3;3;0;0;3;10;22;52;30;236;1754;85;18;6
200812;03071639;03;07;16;39;1;1510;815;695;3;3;0;6;3;4;0;10;6;9;9;6;34;144;123;174;281;239;191;99;78;25;12;9;6;9;18;6;3;0;0;0;3;12;38;6;178;1185;46;39;3
200812;04010101;04;01;01;01;2;1474;757;717;9;12;9;6;0;0;7;9;16;9;9;38;27;75;53;102;243;186;122;121;97;116;55;30;24;33;27;12;18;6;3;0;9;27;50;38;102;924;201;96;27
200812;04010102;04;01;01;02;2;97;66;31;0;0;0;0;0;0;0;0;3;0;0;0;3;6;3;6;24;0;13;12;3;9;3;0;6;3;0;0;0;0;3;0;0;0;3;0;9;61;12;9;3
200812;04010103;04;01;01;03;2;1131;544;587;6;0;3;9;3;13;3;9;21;33;9;34;27;40;30;66;124;155;128;84;89;60;42;31;27;25;18;25;10;7;0;0;6;15;88;34;67;676;133;95;17
200812;04020204;04;02;02;04;2;21;12;9;0;0;3;3;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;3;0;0;0;3;3;0;0;0;0;0;0;6;0;3;0;3;3;6;0
200812;04020205;04;02;02;05;2;139;69;70;0;0;0;0;0;0;0;4;0;6;0;6;3;15;6;9;15;16;13;12;9;0;3;3;6;6;0;3;0;4;0;0;0;0;10;6;18;80;6;15;4
200812;04020206;04;02;02;06;2;200;99;101;3;0;0;3;0;0;0;3;3;0;0;3;0;3;0;6;19;19;30;18;18;21;15;3;0;12;6;6;3;6;0;0;3;3;6;3;3;110;39;24;9
200812;04020207;04;02;02;07;2;272;134;138;0;0;0;0;0;3;0;3;3;3;6;3;6;9;9;12;27;31;37;37;27;16;3;12;0;3;10;9;0;3;0;0;0;0;18;3;15;180;31;22;3
200812;04020208;04;02;02;08;2;296;146;150;0;3;0;3;0;0;3;3;6;3;6;3;10;9;10;10;15;39;27;37;36;31;0;6;3;12;15;3;0;0;3;0;0;6;21;3;19;174;37;33;3
200812;04020209;04;02;02;09;2;792;416;376;0;3;0;3;3;0;3;0;0;3;0;3;33;178;94;139;141;46;34;33;33;16;9;0;6;0;0;3;3;6;0;0;0;9;6;3;211;520;25;9;9
200812;04020310;04;02;03;10;2;222;117;105;0;0;0;12;7;3;0;3;6;0;0;3;12;32;19;33;53;18;6;3;0;3;0;3;0;0;3;3;0;0;0;0;0;19;12;3;44;132;6;6;0
200812;04020311;04;02;03;11;2;1676;787;889;6;15;3;3;6;13;12;17;28;22;9;25;41;101;35;147;166;200;206;148;113;130;68;28;21;30;27;19;22;9;6;0;6;27;101;25;142;1015;226;97;37
200812;04020312;04;02;03;12;2;592;324;268;0;0;0;7;3;6;0;13;6;0;6;7;12;27;15;24;71;97;61;55;57;37;21;9;12;6;12;13;9;3;3;0;0;10;31;7;39;380;67;43;15
200812;04020313;04;02;03;13;2;966;479;487;0;3;3;9;9;3;0;0;6;9;3;16;27;48;51;58;110;85;76;101;79;80;44;15;27;36;28;16;12;6;3;3;0;24;21;16;75;560;139;107;24
200812;04020314;04;02;03;14;2;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;9;0;3;0
200812;04030415;04;03;04;15;1;864;449;415;3;3;0;0;0;0;3;6;6;0;3;3;34;72;94;134;141;107;47;46;39;29;24;9;3;13;21;9;9;3;3;0;3;3;18;3;106;608;62;46;15
200812;04030416;04;03;04;16;1;2636;1333;1303;4;6;0;9;9;6;3;19;55;28;7;91;70;187;136;147;290;255;247;212;188;174;119;53;70;104;93;30;12;9;3;0;4;24;118;91;257;1475;346;297;24
200812;04030417;04;03;04;17;1;1883;938;945;0;0;4;4;0;0;12;12;36;22;12;22;47;102;69;132;234;260;188;204;136;135;59;31;21;44;48;25;12;3;3;6;0;8;94;22;149;1223;225;138;24
200812;04030518;04;03;05;18;1;1911;968;943;3;3;12;17;0;3;6;12;18;16;17;44;48;97;73;116;261;229;214;186;150;98;65;41;30;46;48;28;12;9;6;3;3;32;72;44;145;1229;204;152;30
