RaumID;EinwohnerGesamt;Alterunter15;Alter15-25;Alter25-55;Alter55-65;Alter65+;AusländerGesamt;AllEinwMigra;EU15;EU27;HK_Polen;HK_EhemJug;HK_EhemSU;HK_Turk;HK_Arab;HK_übr;HK_nzOrt;SGB II - Empfänger;;;;;;;
2010101;6404;1180;1032;3213;525;454;2474;4387;349;811;356;180;340;1157;772;745;382;;;;;;;;
2010102;12767;2554;1710;5591;1245;1667;4087;8270;421;1102;503;462;590;3138;1330;762;886;;;;;;;;
2010103;14508;2546;1704;6578;1386;2294;4793;8761;376;988;505;216;230;4994;574;713;1046;;;;;;;;
2010104;4938;1035;657;2253;478;515;1781;3221;186;288;55;84;49;1615;599;186;400;;;;;;;;
2020201;295;34;49;172;25;15;80;129;28;52;18;7;0;6;13;48;3;;;;;;;;
2020202;5558;740;703;3069;556;490;1479;2246;368;628;204;161;97;514;270;376;200;;;;;;;;
2020203;9768;1176;993;5713;1009;877;2141;3465;761;1073;222;267;80;791;276;691;287;;;;;;;;
2020204;11990;1473;1281;7043;1129;1064;2988;4509;962;1421;338;347;146;1130;332;810;323;;;;;;;;
2020205;14747;1978;1445;8883;1299;1142;3618;5671;1223;1572;246;365;110;1809;351;1038;426;;;;;;;;
2020206;18126;2456;2045;10617;1466;1542;5306;8048;1359;2016;469;544;173;2493;1144;1137;541;;;;;;;;
2030301;9286;1487;1235;4923;911;730;4027;6066;528;716;102;144;36;3812;302;477;579;;;;;;;;
2030302;13055;2015;1512;7274;1079;1175;4559;7001;832;1149;187;275;94;3747;374;702;660;;;;;;;;
2030401;14885;1843;1622;9132;1165;1123;4488;6798;1215;1683;303;371;112;2577;537;1050;468;;;;;;;;
2030402;11352;1413;1261;7035;873;770;3931;5475;970;1424;338;223;63;2577;184;643;361;;;;;;;;
